2025-02-18 14:25:16 | CPU Usage: 15.3% | Memory Usage: 93.8%
2025-02-18 14:25:21 | CPU Usage: 17.4% | Memory Usage: 94.9%
2025-02-18 14:25:26 | CPU Usage: 16.7% | Memory Usage: 95.3%
2025-02-18 14:25:31 | CPU Usage: 11.7% | Memory Usage: 95.5%
2025-02-18 14:25:36 | CPU Usage: 7.5% | Memory Usage: 96.1%
2025-02-18 14:25:41 | CPU Usage: 7.8% | Memory Usage: 97.5%
2025-02-18 14:25:46 | CPU Usage: 8.6% | Memory Usage: 87.2%
2025-02-18 14:25:51 | CPU Usage: 5.5% | Memory Usage: 87.2%
2025-02-18 14:25:56 | CPU Usage: 3.1% | Memory Usage: 87.2%
2025-02-18 14:26:01 | CPU Usage: 3.1% | Memory Usage: 87.3%
2025-02-18 14:26:06 | CPU Usage: 5.1% | Memory Usage: 87.9%
2025-02-18 14:26:11 | CPU Usage: 7.5% | Memory Usage: 87.7%
2025-02-18 14:26:16 | CPU Usage: 7.1% | Memory Usage: 85.9%
2025-02-18 14:26:21 | CPU Usage: 4.4% | Memory Usage: 85.4%
2025-02-18 14:26:26 | CPU Usage: 3.1% | Memory Usage: 86.1%
2025-02-18 14:26:31 | CPU Usage: 3.4% | Memory Usage: 85.7%
2025-02-18 14:26:36 | CPU Usage: 4.3% | Memory Usage: 85.5%
2025-02-18 14:26:41 | CPU Usage: 3.9% | Memory Usage: 85.4%
2025-02-18 14:26:46 | CPU Usage: 2.7% | Memory Usage: 85.4%
2025-02-18 14:26:51 | CPU Usage: 2.6% | Memory Usage: 85.7%
2025-02-18 14:26:56 | CPU Usage: 2.9% | Memory Usage: 86.1%
2025-02-18 14:27:01 | CPU Usage: 3.7% | Memory Usage: 86.9%
2025-02-18 14:27:06 | CPU Usage: 3.8% | Memory Usage: 86.9%
2025-02-18 14:27:11 | CPU Usage: 4.5% | Memory Usage: 87.3%
2025-02-18 14:27:16 | CPU Usage: 5.4% | Memory Usage: 87.0%
2025-02-18 14:27:21 | CPU Usage: 5.5% | Memory Usage: 83.9%
2025-02-18 14:27:26 | CPU Usage: 4.8% | Memory Usage: 84.0%
2025-02-18 14:27:31 | CPU Usage: 3.8% | Memory Usage: 84.5%
2025-02-18 14:27:36 | CPU Usage: 4.3% | Memory Usage: 84.5%
2025-02-18 14:27:41 | CPU Usage: 4.6% | Memory Usage: 84.5%
2025-02-18 14:27:46 | CPU Usage: 4.4% | Memory Usage: 84.5%
2025-02-18 14:27:56 | CPU Usage: 5.0% | Memory Usage: 86.0%
2025-02-18 14:27:59 | CPU Usage: 0.0% | Memory Usage: 87.6%
2025-02-18 14:28:08 | CPU Usage: 6.5% | Memory Usage: 85.2%
2025-02-18 14:29:21 | CPU Usage: 0.0% | Memory Usage: 91.0%
2025-02-18 14:29:21 | CPU Usage: 0.0% | Memory Usage: 91.6%
2025-02-18 14:29:31 | CPU Usage: 12.5% | Memory Usage: 91.5%
2025-02-18 14:29:31 | CPU Usage: 12.5% | Memory Usage: 91.6%
2025-02-18 14:29:41 | CPU Usage: 6.7% | Memory Usage: 91.2%
2025-02-18 14:29:41 | CPU Usage: 6.7% | Memory Usage: 91.0%
2025-02-18 14:29:51 | CPU Usage: 7.0% | Memory Usage: 91.3%
2025-02-18 14:29:51 | CPU Usage: 7.0% | Memory Usage: 91.4%
2025-02-18 14:30:01 | CPU Usage: 7.0% | Memory Usage: 91.2%
2025-02-18 14:30:01 | CPU Usage: 7.2% | Memory Usage: 91.2%
2025-02-18 14:30:11 | CPU Usage: 7.9% | Memory Usage: 91.7%
2025-02-18 14:30:11 | CPU Usage: 7.4% | Memory Usage: 91.9%
2025-02-18 14:30:21 | CPU Usage: 6.4% | Memory Usage: 92.5%
2025-02-18 14:30:21 | CPU Usage: 6.7% | Memory Usage: 92.6%
2025-02-18 14:30:31 | CPU Usage: 6.5% | Memory Usage: 92.6%
2025-02-18 14:30:31 | CPU Usage: 6.5% | Memory Usage: 92.6%
2025-02-18 14:30:41 | CPU Usage: 6.6% | Memory Usage: 92.4%
2025-02-18 14:30:41 | CPU Usage: 6.8% | Memory Usage: 92.5%
2025-02-18 14:30:51 | CPU Usage: 6.9% | Memory Usage: 92.4%
2025-02-18 14:30:51 | CPU Usage: 6.8% | Memory Usage: 92.4%
2025-02-18 14:45:19 | CPU Usage: 0.0% | Memory Usage: 94.0%
2025-02-18 14:45:21 | CPU Usage: 0.0% | Memory Usage: 94.7%
2025-02-18 14:45:29 | CPU Usage: 12.3% | Memory Usage: 94.9%
2025-02-18 14:45:31 | CPU Usage: 12.5% | Memory Usage: 95.0%
2025-02-18 14:45:39 | CPU Usage: 14.8% | Memory Usage: 95.6%
2025-02-18 14:45:41 | CPU Usage: 15.6% | Memory Usage: 95.7%
2025-02-18 14:45:49 | CPU Usage: 16.7% | Memory Usage: 96.1%
2025-02-18 14:45:51 | CPU Usage: 17.0% | Memory Usage: 96.2%
2025-02-18 14:45:59 | CPU Usage: 19.8% | Memory Usage: 93.5%
2025-02-18 14:46:01 | CPU Usage: 20.0% | Memory Usage: 93.7%
2025-02-18 14:46:09 | CPU Usage: 19.6% | Memory Usage: 92.0%
2025-02-18 14:46:11 | CPU Usage: 19.0% | Memory Usage: 92.3%
2025-02-18 14:50:20 | CPU Usage: 0.0% | Memory Usage: 89.4%
2025-02-18 14:50:21 | CPU Usage: 0.0% | Memory Usage: 90.2%
2025-02-18 14:50:30 | CPU Usage: 14.9% | Memory Usage: 90.2%
2025-02-18 14:50:31 | CPU Usage: 14.7% | Memory Usage: 90.5%
2025-02-18 14:59:03 | CPU Usage: 0.0% | Memory Usage: 86.6%
2025-02-18 14:59:05 | CPU Usage: 0.0% | Memory Usage: 87.4%
2025-02-18 14:59:13 | CPU Usage: 7.4% | Memory Usage: 87.5%
2025-02-18 14:59:15 | CPU Usage: 7.1% | Memory Usage: 87.5%
2025-02-18 14:59:23 | CPU Usage: 6.9% | Memory Usage: 87.6%
2025-02-18 14:59:25 | CPU Usage: 7.6% | Memory Usage: 87.6%
2025-02-18 14:59:33 | CPU Usage: 6.3% | Memory Usage: 87.5%
2025-02-18 14:59:35 | CPU Usage: 6.4% | Memory Usage: 87.6%
2025-02-18 15:00:28 | CPU Usage: 0.0% | Memory Usage: 89.8%
2025-02-18 15:00:29 | CPU Usage: 0.0% | Memory Usage: 90.4%
