Group,Tag1 NodeId,Tag1 Name,Tag1 Value,Tag2 NodeId,Tag2 Name,Tag2 Value,Timestamp,Scan Rate (s),CPU (%),Memory (%)
14,ns=2;s=Channel2.RX3i.A121,A121,,ns=2;s=Channel2.RX3i.A122,A122,,53:30.2,1.235,0,94.4
15,ns=2;s=Channel2.RX3i.A123,A123,,ns=2;s=Channel2.RX3i.A124,A124,,53:30.2,1.235,0,94.4
16,ns=2;s=Channel2.RX3i.A125,A125,,ns=2;s=Channel2.RX3i.A126,A126,,53:30.2,1.235,0,94.4
17,ns=2;s=Channel2.RX3i.A127,A127,,ns=2;s=Channel2.RX3i.A128,A128,,53:30.2,1.235,0,94.4
18,ns=2;s=Channel2.RX3i.A129,A129,,ns=2;s=Channel2.RX3i.A13,A13,,53:30.2,1.235,0,94.4
19,ns=2;s=Channel2.RX3i.A130,A130,,ns=2;s=Channel2.RX3i.A131,A131,,53:30.2,1.235,12.5,94.4
20,ns=2;s=Channel2.RX3i.A132,A132,,ns=2;s=Channel2.RX3i.A133,A133,,53:30.2,1.235,0,94.4
21,ns=2;s=Channel2.RX3i.A134,A134,,ns=2;s=Channel2.RX3i.A135,A135,,53:30.2,1.235,0,94.4
22,ns=2;s=Channel2.RX3i.A136,A136,,ns=2;s=Channel2.RX3i.A137,A137,,53:30.2,1.235,0,94.4
23,ns=2;s=Channel2.RX3i.A138,A138,,ns=2;s=Channel2.RX3i.A139,A139,,53:30.2,1.235,75,94.4
24,ns=2;s=Channel2.RX3i.A14,A14,,ns=2;s=Channel2.RX3i.A140,A140,,53:30.2,1.235,0,94.4
25,ns=2;s=Channel2.RX3i.A141,A141,,ns=2;s=Channel2.RX3i.A142,A142,,53:30.2,1.235,0,94.4
1,ns=2;s=Channel2.RX3i.A1,A1,,ns=2;s=Channel2.RX3i.A10,A10,,53:31.7,1.502,15.1,93.7
2,ns=2;s=Channel2.RX3i.A100,A100,,ns=2;s=Channel2.RX3i.A1000,A1000,,53:31.7,1.502,16.7,93.7
3,ns=2;s=Channel2.RX3i.A101,A101,,ns=2;s=Channel2.RX3i.A102,A102,,53:31.7,1.502,14.3,93.7
4,ns=2;s=Channel2.RX3i.A103,A103,,ns=2;s=Channel2.RX3i.A104,A104,,53:31.7,1.502,0,93.7
5,ns=2;s=Channel2.RX3i.A105,A105,,ns=2;s=Channel2.RX3i.A106,A106,,53:31.7,1.502,0,93.7
6,ns=2;s=Channel2.RX3i.A107,A107,,ns=2;s=Channel2.RX3i.A108,A108,,13-02-2025 14:53:31.681,1.502,0,93.7
7,ns=2;s=Channel2.RX3i.A109,A109,,ns=2;s=Channel2.RX3i.A11,A11,,53:31.7,1.502,0,93.7
8,ns=2;s=Channel2.RX3i.A110,A110,,ns=2;s=Channel2.RX3i.A111,A111,,53:31.7,1.502,14.3,93.7
9,ns=2;s=Channel2.RX3i.A112,A112,,ns=2;s=Channel2.RX3i.A113,A113,,53:31.7,1.502,0,93.7
10,ns=2;s=Channel2.RX3i.A114,A114,,ns=2;s=Channel2.RX3i.A115,A115,,53:31.7,1.502,0,93.7
11,ns=2;s=Channel2.RX3i.A116,A116,,ns=2;s=Channel2.RX3i.A117,A117,,53:31.7,1.502,0,93.6
12,ns=2;s=Channel2.RX3i.A118,A118,,ns=2;s=Channel2.RX3i.A119,A119,,53:31.7,1.502,0,93.6
13,ns=2;s=Channel2.RX3i.A12,A12,,ns=2;s=Channel2.RX3i.A120,A120,,53:31.7,1.502,0,93.6
14,ns=2;s=Channel2.RX3i.A121,A121,,ns=2;s=Channel2.RX3i.A122,A122,,53:31.7,1.502,37.5,93.6
15,ns=2;s=Channel2.RX3i.A123,A123,,ns=2;s=Channel2.RX3i.A124,A124,,53:31.7,1.502,0,93.6
16,ns=2;s=Channel2.RX3i.A125,A125,,ns=2;s=Channel2.RX3i.A126,A126,,53:31.7,1.502,0,93.6
17,ns=2;s=Channel2.RX3i.A127,A127,,ns=2;s=Channel2.RX3i.A128,A128,,53:31.7,1.502,28.6,93.6
18,ns=2;s=Channel2.RX3i.A129,A129,,ns=2;s=Channel2.RX3i.A13,A13,,53:31.7,1.502,0,93.6
19,ns=2;s=Channel2.RX3i.A130,A130,,ns=2;s=Channel2.RX3i.A131,A131,,53:31.7,1.502,0,93.6
20,ns=2;s=Channel2.RX3i.A132,A132,,ns=2;s=Channel2.RX3i.A133,A133,,53:31.7,1.502,16.7,93.6
21,ns=2;s=Channel2.RX3i.A134,A134,,ns=2;s=Channel2.RX3i.A135,A135,,53:31.7,1.502,0,93.6
22,ns=2;s=Channel2.RX3i.A136,A136,,ns=2;s=Channel2.RX3i.A137,A137,,53:31.7,1.502,0,93.6
23,ns=2;s=Channel2.RX3i.A138,A138,,ns=2;s=Channel2.RX3i.A139,A139,,53:31.7,1.502,0,93.6
24,ns=2;s=Channel2.RX3i.A14,A14,,ns=2;s=Channel2.RX3i.A140,A140,,53:31.7,1.502,0,93.6
25,ns=2;s=Channel2.RX3i.A141,A141,,ns=2;s=Channel2.RX3i.A142,A142,,53:31.7,1.502,0,93.6
1,ns=2;s=Channel2.RX3i.A1,A1,,ns=2;s=Channel2.RX3i.A10,A10,,53:31.7,1.508,14.5,93.7
2,ns=2;s=Channel2.RX3i.A100,A100,,ns=2;s=Channel2.RX3i.A1000,A1000,,53:31.7,1.508,14.3,93.7
3,ns=2;s=Channel2.RX3i.A101,A101,,ns=2;s=Channel2.RX3i.A102,A102,,53:31.7,1.508,14.3,93.7
4,ns=2;s=Channel2.RX3i.A103,A103,,ns=2;s=Channel2.RX3i.A104,A104,,53:31.7,1.508,0,93.7
5,ns=2;s=Channel2.RX3i.A105,A105,,ns=2;s=Channel2.RX3i.A106,A106,,53:31.7,1.508,0,93.7
6,ns=2;s=Channel2.RX3i.A107,A107,,ns=2;s=Channel2.RX3i.A108,A108,,13-02-2025 14:53:31.687,1.508,0,93.7
7,ns=2;s=Channel2.RX3i.A109,A109,,ns=2;s=Channel2.RX3i.A11,A11,,53:31.7,1.508,0,93.7
8,ns=2;s=Channel2.RX3i.A110,A110,,ns=2;s=Channel2.RX3i.A111,A111,,53:31.7,1.508,14.3,93.7
9,ns=2;s=Channel2.RX3i.A112,A112,,ns=2;s=Channel2.RX3i.A113,A113,,53:31.7,1.508,0,93.7
10,ns=2;s=Channel2.RX3i.A114,A114,,ns=2;s=Channel2.RX3i.A115,A115,,53:31.7,1.508,0,93.7
11,ns=2;s=Channel2.RX3i.A116,A116,,ns=2;s=Channel2.RX3i.A117,A117,,53:31.7,1.508,0,93.6
12,ns=2;s=Channel2.RX3i.A118,A118,,ns=2;s=Channel2.RX3i.A119,A119,,53:31.7,1.508,0,93.6
13,ns=2;s=Channel2.RX3i.A12,A12,,ns=2;s=Channel2.RX3i.A120,A120,,53:31.7,1.508,33.3,93.6
14,ns=2;s=Channel2.RX3i.A121,A121,,ns=2;s=Channel2.RX3i.A122,A122,,53:31.7,1.508,40,93.6
15,ns=2;s=Channel2.RX3i.A123,A123,,ns=2;s=Channel2.RX3i.A124,A124,,53:31.7,1.508,0,93.6
16,ns=2;s=Channel2.RX3i.A125,A125,,ns=2;s=Channel2.RX3i.A126,A126,,53:31.7,1.508,0,93.6
17,ns=2;s=Channel2.RX3i.A127,A127,,ns=2;s=Channel2.RX3i.A128,A128,,53:31.7,1.508,28.6,93.6
18,ns=2;s=Channel2.RX3i.A129,A129,,ns=2;s=Channel2.RX3i.A13,A13,,53:31.7,1.508,0,93.6
19,ns=2;s=Channel2.RX3i.A130,A130,,ns=2;s=Channel2.RX3i.A131,A131,,53:31.7,1.508,0,93.6
20,ns=2;s=Channel2.RX3i.A132,A132,,ns=2;s=Channel2.RX3i.A133,A133,,53:31.7,1.508,16.7,93.6
21,ns=2;s=Channel2.RX3i.A134,A134,,ns=2;s=Channel2.RX3i.A135,A135,,53:31.7,1.508,0,93.6
22,ns=2;s=Channel2.RX3i.A136,A136,,ns=2;s=Channel2.RX3i.A137,A137,,53:31.7,1.508,0,93.6
23,ns=2;s=Channel2.RX3i.A138,A138,,ns=2;s=Channel2.RX3i.A139,A139,,53:31.7,1.508,0,93.6
24,ns=2;s=Channel2.RX3i.A14,A14,,ns=2;s=Channel2.RX3i.A140,A140,,53:31.7,1.508,0,93.6
25,ns=2;s=Channel2.RX3i.A141,A141,,ns=2;s=Channel2.RX3i.A142,A142,,53:31.7,1.508,0,93.6
1,ns=2;s=Channel2.RX3i.A1,A1,2147444075,ns=2;s=Channel2.RX3i.A10,A10,2147385341,58:59.7,0,0,89.9
2,ns=2;s=Channel2.RX3i.A100,A100,2147254271,ns=2;s=Channel2.RX3i.A1000,A1000,2147444282,58:59.7,0,0,89.9
3,ns=2;s=Channel2.RX3i.A101,A101,1719238652,ns=2;s=Channel2.RX3i.A102,A102,2147444414,58:59.7,0,0,89.9
4,ns=2;s=Channel2.RX3i.A103,A103,32767,ns=2;s=Channel2.RX3i.A104,A104,2147483648,58:59.7,0,0,89.9
5,ns=2;s=Channel2.RX3i.A105,A105,2147450880,ns=2;s=Channel2.RX3i.A106,A106,2147450879,58:59.7,0,66.7,89.9
6,ns=2;s=Channel2.RX3i.A107,A107,2147319807,ns=2;s=Channel2.RX3i.A108,A108,2147385341,13-02-2025 14:58:59.722,0,16.7,89.9
7,ns=2;s=Channel2.RX3i.A109,A109,2147450878,ns=2;s=Channel2.RX3i.A11,A11,2147450878,58:59.7,0,0,89.9
8,ns=2;s=Channel2.RX3i.A110,A110,1754365951,ns=2;s=Channel2.RX3i.A111,A111,2147510517,58:59.7,0,16.7,89.9
9,ns=2;s=Channel2.RX3i.A112,A112,2147450880,ns=2;s=Channel2.RX3i.A113,A113,2147188735,58:59.7,0,0,89.9
10,ns=2;s=Channel2.RX3i.A114,A114,2147450875,ns=2;s=Channel2.RX3i.A115,A115,2147188735,58:59.7,0,0,89.9
11,ns=2;s=Channel2.RX3i.A116,A116,2147188731,ns=2;s=Channel2.RX3i.A117,A117,2147188731,58:59.7,0,28.6,89.9
12,ns=2;s=Channel2.RX3i.A118,A118,2147188731,ns=2;s=Channel2.RX3i.A119,A119,2147188731,58:59.7,0,0,89.9
13,ns=2;s=Channel2.RX3i.A12,A12,1801945087,ns=2;s=Channel2.RX3i.A120,A120,2147188731,58:59.7,0,0,89.9
14,ns=2;s=Channel2.RX3i.A121,A121,2147188731,ns=2;s=Channel2.RX3i.A122,A122,2147188731,58:59.7,0,12.5,89.9
15,ns=2;s=Channel2.RX3i.A123,A123,2147188731,ns=2;s=Channel2.RX3i.A124,A124,2147188731,58:59.7,0,0,89.9
16,ns=2;s=Channel2.RX3i.A125,A125,2147188731,ns=2;s=Channel2.RX3i.A126,A126,2147188731,58:59.7,0,0,89.9
17,ns=2;s=Channel2.RX3i.A127,A127,2147254267,ns=2;s=Channel2.RX3i.A128,A128,1837465596,58:59.7,0,37.5,89.9
18,ns=2;s=Channel2.RX3i.A129,A129,2147446218,ns=2;s=Channel2.RX3i.A13,A13,2147511823,58:59.7,0,0,89.9
19,ns=2;s=Channel2.RX3i.A130,A130,2147254271,ns=2;s=Channel2.RX3i.A131,A131,1855422460,58:59.7,0,0,89.9
20,ns=2;s=Channel2.RX3i.A132,A132,2147446490,ns=2;s=Channel2.RX3i.A133,A133,2147254271,58:59.7,0,0,89.9
21,ns=2;s=Channel2.RX3i.A134,A134,2147516412,ns=2;s=Channel2.RX3i.A135,A135,2147450880,58:59.7,0,0,89.9
22,ns=2;s=Channel2.RX3i.A136,A136,2147450879,ns=2;s=Channel2.RX3i.A137,A137,2147319807,58:59.7,0,0,89.9
23,ns=2;s=Channel2.RX3i.A138,A138,2147385341,ns=2;s=Channel2.RX3i.A139,A139,2147450878,58:59.7,0,20,89.9
24,ns=2;s=Channel2.RX3i.A14,A14,2147450880,ns=2;s=Channel2.RX3i.A140,A140,1886420991,58:59.7,0,12.5,89.9
25,ns=2;s=Channel2.RX3i.A141,A141,2147512447,ns=2;s=Channel2.RX3i.A142,A142,2147450880,58:59.7,0,0,89.9
1,ns=2;s=Channel2.RX3i.A1,A1,2147444246,ns=2;s=Channel2.RX3i.A10,A10,2147385341,59:00.8,0,0,89.9
2,ns=2;s=Channel2.RX3i.A100,A100,2147254271,ns=2;s=Channel2.RX3i.A1000,A1000,2147444444,59:00.8,0,0,89.9
3,ns=2;s=Channel2.RX3i.A101,A101,1730117628,ns=2;s=Channel2.RX3i.A102,A102,2147444546,59:00.8,0,0,89.9
4,ns=2;s=Channel2.RX3i.A103,A103,32767,ns=2;s=Channel2.RX3i.A104,A104,2147483648,59:00.8,0,0,89.9
5,ns=2;s=Channel2.RX3i.A105,A105,2147450880,ns=2;s=Channel2.RX3i.A106,A106,2147450879,59:00.8,0,66.7,89.9
6,ns=2;s=Channel2.RX3i.A107,A107,2147319807,ns=2;s=Channel2.RX3i.A108,A108,2147385341,13-02-2025 14:59:00.769,0,16.7,89.9
7,ns=2;s=Channel2.RX3i.A109,A109,2147450878,ns=2;s=Channel2.RX3i.A11,A11,2147450878,59:00.8,0,0,89.9
8,ns=2;s=Channel2.RX3i.A110,A110,1763016703,ns=2;s=Channel2.RX3i.A111,A111,2147510582,59:00.8,0,14.3,89.9
9,ns=2;s=Channel2.RX3i.A112,A112,2147450880,ns=2;s=Channel2.RX3i.A113,A113,2147188735,59:00.8,0,0,89.9
10,ns=2;s=Channel2.RX3i.A114,A114,2147450875,ns=2;s=Channel2.RX3i.A115,A115,2147188735,59:00.8,0,0,89.9
11,ns=2;s=Channel2.RX3i.A116,A116,2147188731,ns=2;s=Channel2.RX3i.A117,A117,2147188731,59:00.8,0,25,89.9
12,ns=2;s=Channel2.RX3i.A118,A118,2147188731,ns=2;s=Channel2.RX3i.A119,A119,2147188731,59:00.8,0,0,89.9
13,ns=2;s=Channel2.RX3i.A12,A12,1801945087,ns=2;s=Channel2.RX3i.A120,A120,2147188731,59:00.8,0,0,89.9
14,ns=2;s=Channel2.RX3i.A121,A121,2147188731,ns=2;s=Channel2.RX3i.A122,A122,2147188731,59:00.8,0,12.5,89.9
15,ns=2;s=Channel2.RX3i.A123,A123,2147188731,ns=2;s=Channel2.RX3i.A124,A124,2147188731,59:00.8,0,0,89.9
16,ns=2;s=Channel2.RX3i.A125,A125,2147188731,ns=2;s=Channel2.RX3i.A126,A126,2147188731,59:00.8,0,0,89.9
17,ns=2;s=Channel2.RX3i.A127,A127,2147254267,ns=2;s=Channel2.RX3i.A128,A128,1837465596,59:00.8,0,42.9,89.9
18,ns=2;s=Channel2.RX3i.A129,A129,2147446218,ns=2;s=Channel2.RX3i.A13,A13,2147511823,59:00.8,0,0,89.9
19,ns=2;s=Channel2.RX3i.A130,A130,2147254271,ns=2;s=Channel2.RX3i.A131,A131,1855422460,59:00.8,0,0,89.9
20,ns=2;s=Channel2.RX3i.A132,A132,2147446490,ns=2;s=Channel2.RX3i.A133,A133,2147254271,59:00.8,0,0,89.9
21,ns=2;s=Channel2.RX3i.A134,A134,2147516412,ns=2;s=Channel2.RX3i.A135,A135,2147450880,59:00.8,0,0,89.9
22,ns=2;s=Channel2.RX3i.A136,A136,2147450879,ns=2;s=Channel2.RX3i.A137,A137,2147319807,59:00.8,0,0,89.9
23,ns=2;s=Channel2.RX3i.A138,A138,2147385341,ns=2;s=Channel2.RX3i.A139,A139,2147450878,59:00.8,0,20,89.9
24,ns=2;s=Channel2.RX3i.A14,A14,2147450880,ns=2;s=Channel2.RX3i.A140,A140,1886420991,59:00.8,0,12.5,89.9
25,ns=2;s=Channel2.RX3i.A141,A141,2147512447,ns=2;s=Channel2.RX3i.A142,A142,2147450880,59:00.8,0,0,89.9
1,ns=2;s=Channel2.RX3i.A1,A1,2147447281,ns=2;s=Channel2.RX3i.A10,A10,2147385341,59:18.8,19.093,8.4,90.3
2,ns=2;s=Channel2.RX3i.A100,A100,2147254271,ns=2;s=Channel2.RX3i.A1000,A1000,2147447332,59:18.8,19.093,0,90.3
3,ns=2;s=Channel2.RX3i.A101,A101,1916502012,ns=2;s=Channel2.RX3i.A102,A102,2147447371,59:18.8,19.093,0,90.3
4,ns=2;s=Channel2.RX3i.A103,A103,32767,ns=2;s=Channel2.RX3i.A104,A104,2147483648,59:18.8,19.093,14.3,90.3
5,ns=2;s=Channel2.RX3i.A105,A105,2147450880,ns=2;s=Channel2.RX3i.A106,A106,2147450879,59:18.8,19.093,0,90.3
6,ns=2;s=Channel2.RX3i.A107,A107,2147319807,ns=2;s=Channel2.RX3i.A108,A108,2147385341,13-02-2025 14:59:18.816,19.093,0,90.3
7,ns=2;s=Channel2.RX3i.A109,A109,2147450878,ns=2;s=Channel2.RX3i.A11,A11,2147450878,59:18.8,19.093,50,90.3
8,ns=2;s=Channel2.RX3i.A110,A110,1926922239,ns=2;s=Channel2.RX3i.A111,A111,2147513066,59:18.8,19.093,0,90.3
9,ns=2;s=Channel2.RX3i.A112,A112,2147450880,ns=2;s=Channel2.RX3i.A113,A113,2147188735,59:18.8,19.093,0,90.3
10,ns=2;s=Channel2.RX3i.A114,A114,2147450875,ns=2;s=Channel2.RX3i.A115,A115,2147188735,59:18.8,19.093,0,90.3
11,ns=2;s=Channel2.RX3i.A116,A116,2147188731,ns=2;s=Channel2.RX3i.A117,A117,2147188731,59:18.8,19.093,0,90.3
12,ns=2;s=Channel2.RX3i.A118,A118,2147188731,ns=2;s=Channel2.RX3i.A119,A119,2147188731,59:18.8,19.093,0,90.3
13,ns=2;s=Channel2.RX3i.A12,A12,1937670143,ns=2;s=Channel2.RX3i.A120,A120,2147188731,59:18.8,19.093,100,90.3
14,ns=2;s=Channel2.RX3i.A121,A121,2147188731,ns=2;s=Channel2.RX3i.A122,A122,2147188731,59:18.8,19.093,0,90.3
15,ns=2;s=Channel2.RX3i.A123,A123,2147188731,ns=2;s=Channel2.RX3i.A124,A124,2147188731,59:18.8,19.093,0,90.3
16,ns=2;s=Channel2.RX3i.A125,A125,2147188731,ns=2;s=Channel2.RX3i.A126,A126,2147188731,59:18.8,19.093,0,90.3
17,ns=2;s=Channel2.RX3i.A127,A127,2147254267,ns=2;s=Channel2.RX3i.A128,A128,1947172860,59:18.8,19.093,100,90.3
18,ns=2;s=Channel2.RX3i.A129,A129,2147447840,ns=2;s=Channel2.RX3i.A13,A13,2147513393,59:18.8,19.093,12.5,90.3
19,ns=2;s=Channel2.RX3i.A130,A130,2147254271,ns=2;s=Channel2.RX3i.A131,A131,1952022524,59:18.8,19.093,0,90.3
20,ns=2;s=Channel2.RX3i.A132,A132,2147447914,ns=2;s=Channel2.RX3i.A133,A133,2147254271,59:18.8,19.093,0,90.3
21,ns=2;s=Channel2.RX3i.A134,A134,2147516412,ns=2;s=Channel2.RX3i.A135,A135,2147450880,59:18.8,19.093,0,90.3
22,ns=2;s=Channel2.RX3i.A136,A136,2147450879,ns=2;s=Channel2.RX3i.A137,A137,2147319807,59:18.8,19.093,0,90.3
23,ns=2;s=Channel2.RX3i.A138,A138,2147385341,ns=2;s=Channel2.RX3i.A139,A139,2147450878,59:18.8,19.093,0,90.3
24,ns=2;s=Channel2.RX3i.A14,A14,2147450880,ns=2;s=Channel2.RX3i.A140,A140,1962770431,59:18.8,19.093,33.3,90.3
25,ns=2;s=Channel2.RX3i.A141,A141,2147513615,ns=2;s=Channel2.RX3i.A142,A142,2147450880,59:18.8,19.093,0,90.3
1,ns=2;s=Channel2.RX3i.A1,A1,2147447281,ns=2;s=Channel2.RX3i.A10,A10,2147385341,59:18.8,18.042,8.3,90.3
2,ns=2;s=Channel2.RX3i.A100,A100,2147254271,ns=2;s=Channel2.RX3i.A1000,A1000,2147447332,59:18.8,18.042,0,90.3
3,ns=2;s=Channel2.RX3i.A101,A101,1916502012,ns=2;s=Channel2.RX3i.A102,A102,2147447371,59:18.8,18.042,0,90.3
4,ns=2;s=Channel2.RX3i.A103,A103,32767,ns=2;s=Channel2.RX3i.A104,A104,2147483648,59:18.8,18.042,14.3,90.3
5,ns=2;s=Channel2.RX3i.A105,A105,2147450880,ns=2;s=Channel2.RX3i.A106,A106,2147450879,59:18.8,18.042,0,90.3
6,ns=2;s=Channel2.RX3i.A107,A107,2147319807,ns=2;s=Channel2.RX3i.A108,A108,2147385341,13-02-2025 14:59:18.810,18.042,0,90.3
7,ns=2;s=Channel2.RX3i.A109,A109,2147450878,ns=2;s=Channel2.RX3i.A11,A11,2147450878,59:18.8,18.042,50,90.3
8,ns=2;s=Channel2.RX3i.A110,A110,1926922239,ns=2;s=Channel2.RX3i.A111,A111,2147513066,59:18.8,18.042,0,90.3
9,ns=2;s=Channel2.RX3i.A112,A112,2147450880,ns=2;s=Channel2.RX3i.A113,A113,2147188735,59:18.8,18.042,0,90.3
10,ns=2;s=Channel2.RX3i.A114,A114,2147450875,ns=2;s=Channel2.RX3i.A115,A115,2147188735,59:18.8,18.042,0,90.3
11,ns=2;s=Channel2.RX3i.A116,A116,2147188731,ns=2;s=Channel2.RX3i.A117,A117,2147188731,59:18.8,18.042,0,90.3
12,ns=2;s=Channel2.RX3i.A118,A118,2147188731,ns=2;s=Channel2.RX3i.A119,A119,2147188731,59:18.8,18.042,0,90.3
13,ns=2;s=Channel2.RX3i.A12,A12,1937670143,ns=2;s=Channel2.RX3i.A120,A120,2147188731,59:18.8,18.042,100,90.3
14,ns=2;s=Channel2.RX3i.A121,A121,2147188731,ns=2;s=Channel2.RX3i.A122,A122,2147188731,59:18.8,18.042,0,90.3
15,ns=2;s=Channel2.RX3i.A123,A123,2147188731,ns=2;s=Channel2.RX3i.A124,A124,2147188731,59:18.8,18.042,0,90.3
16,ns=2;s=Channel2.RX3i.A125,A125,2147188731,ns=2;s=Channel2.RX3i.A126,A126,2147188731,59:18.8,18.042,100,90.3
17,ns=2;s=Channel2.RX3i.A127,A127,2147254267,ns=2;s=Channel2.RX3i.A128,A128,1947172860,59:18.8,18.042,16.7,90.3
18,ns=2;s=Channel2.RX3i.A129,A129,2147447840,ns=2;s=Channel2.RX3i.A13,A13,2147513393,59:18.8,18.042,0,90.3
19,ns=2;s=Channel2.RX3i.A130,A130,2147254271,ns=2;s=Channel2.RX3i.A131,A131,1952022524,59:18.8,18.042,0,90.3
20,ns=2;s=Channel2.RX3i.A132,A132,2147447914,ns=2;s=Channel2.RX3i.A133,A133,2147254271,59:18.8,18.042,0,90.3
21,ns=2;s=Channel2.RX3i.A134,A134,2147516412,ns=2;s=Channel2.RX3i.A135,A135,2147450880,59:18.8,18.042,0,90.3
22,ns=2;s=Channel2.RX3i.A136,A136,2147450879,ns=2;s=Channel2.RX3i.A137,A137,2147319807,59:18.8,18.042,0,90.3
23,ns=2;s=Channel2.RX3i.A138,A138,2147385341,ns=2;s=Channel2.RX3i.A139,A139,2147450878,59:18.8,18.042,33.3,90.3
24,ns=2;s=Channel2.RX3i.A14,A14,2147450880,ns=2;s=Channel2.RX3i.A140,A140,1962770431,59:18.8,18.042,0,90.3
25,ns=2;s=Channel2.RX3i.A141,A141,2147513615,ns=2;s=Channel2.RX3i.A142,A142,2147450880,59:18.8,18.042,0,90.3
1,ns=2;s=Channel2.RX3i.A1,A1,2147448232,ns=2;s=Channel2.RX3i.A10,A10,2147385341,59:24.5,5.664,10.3,88.7
2,ns=2;s=Channel2.RX3i.A100,A100,2147254271,ns=2;s=Channel2.RX3i.A1000,A1000,2147448278,59:24.5,5.664,0,88.7
3,ns=2;s=Channel2.RX3i.A101,A101,1978302460,ns=2;s=Channel2.RX3i.A102,A102,2147448314,59:24.5,5.664,0,88.7
4,ns=2;s=Channel2.RX3i.A103,A103,32767,ns=2;s=Channel2.RX3i.A104,A104,2147483648,59:24.5,5.664,50,88.7
5,ns=2;s=Channel2.RX3i.A105,A105,2147450880,ns=2;s=Channel2.RX3i.A106,A106,2147450879,59:24.5,5.664,0,88.7
6,ns=2;s=Channel2.RX3i.A107,A107,2147319807,ns=2;s=Channel2.RX3i.A108,A108,2147385341,13-02-2025 14:59:24.474,5.664,0,88.7
7,ns=2;s=Channel2.RX3i.A109,A109,2147450878,ns=2;s=Channel2.RX3i.A11,A11,2147450878,59:24.5,5.664,14.3,88.7
8,ns=2;s=Channel2.RX3i.A110,A110,1988460543,ns=2;s=Channel2.RX3i.A111,A111,2147514007,59:24.5,5.664,0,88.6
9,ns=2;s=Channel2.RX3i.A112,A112,2147450880,ns=2;s=Channel2.RX3i.A113,A113,2147188735,59:24.5,5.664,0,88.6
10,ns=2;s=Channel2.RX3i.A114,A114,2147450875,ns=2;s=Channel2.RX3i.A115,A115,2147188735,59:24.5,5.664,16.7,88.6
11,ns=2;s=Channel2.RX3i.A116,A116,2147188731,ns=2;s=Channel2.RX3i.A117,A117,2147188731,59:24.5,5.664,0,88.6
12,ns=2;s=Channel2.RX3i.A118,A118,2147188731,ns=2;s=Channel2.RX3i.A119,A119,2147188731,59:24.5,5.664,0,88.6
13,ns=2;s=Channel2.RX3i.A12,A12,1999208447,ns=2;s=Channel2.RX3i.A120,A120,2147188731,59:24.5,5.664,12.5,88.6
14,ns=2;s=Channel2.RX3i.A121,A121,2147188731,ns=2;s=Channel2.RX3i.A122,A122,2147188731,59:24.5,5.664,0,88.6
15,ns=2;s=Channel2.RX3i.A123,A123,2147188731,ns=2;s=Channel2.RX3i.A124,A124,2147188731,59:24.5,5.664,0,88.6
16,ns=2;s=Channel2.RX3i.A125,A125,2147188731,ns=2;s=Channel2.RX3i.A126,A126,2147188731,59:24.5,5.664,20,88.6
17,ns=2;s=Channel2.RX3i.A127,A127,2147254267,ns=2;s=Channel2.RX3i.A128,A128,2008449020,59:24.5,5.664,0,88.6
18,ns=2;s=Channel2.RX3i.A129,A129,2147448774,ns=2;s=Channel2.RX3i.A13,A13,2147514326,59:24.5,5.664,0,88.6
19,ns=2;s=Channel2.RX3i.A130,A130,2147254271,ns=2;s=Channel2.RX3i.A131,A131,2012774396,59:24.5,5.664,25,88.6
20,ns=2;s=Channel2.RX3i.A132,A132,2147448840,ns=2;s=Channel2.RX3i.A133,A133,2147254271,59:24.5,5.664,0,88.6
21,ns=2;s=Channel2.RX3i.A134,A134,2147516412,ns=2;s=Channel2.RX3i.A135,A135,2147450880,59:24.5,5.664,0,88.6
22,ns=2;s=Channel2.RX3i.A136,A136,2147450879,ns=2;s=Channel2.RX3i.A137,A137,2147319807,59:24.5,5.664,28.6,88.6
23,ns=2;s=Channel2.RX3i.A138,A138,2147385341,ns=2;s=Channel2.RX3i.A139,A139,2147450878,59:24.5,5.664,100,88.6
24,ns=2;s=Channel2.RX3i.A14,A14,2147450880,ns=2;s=Channel2.RX3i.A140,A140,2023456767,59:24.5,5.664,0,88.6
25,ns=2;s=Channel2.RX3i.A141,A141,2147514538,ns=2;s=Channel2.RX3i.A142,A142,2147450880,59:24.5,5.664,0,88.6
1,ns=2;s=Channel2.RX3i.A1,A1,2147448232,ns=2;s=Channel2.RX3i.A10,A10,2147385341,59:24.5,5.658,10.3,88.7
2,ns=2;s=Channel2.RX3i.A100,A100,2147254271,ns=2;s=Channel2.RX3i.A1000,A1000,2147448278,59:24.5,5.658,0,88.7
3,ns=2;s=Channel2.RX3i.A101,A101,1978302460,ns=2;s=Channel2.RX3i.A102,A102,2147448314,59:24.5,5.658,0,88.7
4,ns=2;s=Channel2.RX3i.A103,A103,32767,ns=2;s=Channel2.RX3i.A104,A104,2147483648,59:24.5,5.658,33.3,88.7
5,ns=2;s=Channel2.RX3i.A105,A105,2147450880,ns=2;s=Channel2.RX3i.A106,A106,2147450879,59:24.5,5.658,0,88.7
6,ns=2;s=Channel2.RX3i.A107,A107,2147319807,ns=2;s=Channel2.RX3i.A108,A108,2147385341,13-02-2025 14:59:24.473,5.658,0,88.7
