Group,Tag1 NodeId,Tag1 Name,Tag1 Value,Tag2 NodeId,Tag2 Name,Tag2 Value,Timestamp,Scan Rate (s),CPU (%),Memory (%)
21,ns=2;s=Channel2.RX3i.A134,A134,2147778560,ns=2;s=Channel2.RX3i.A135,A135,2147516420,2025-02-13 15:35:55.457,7.716,0.0,87.8
22,ns=2;s=Channel2.RX3i.A136,A136,2147516416,ns=2;s=Channel2.RX3i.A137,A137,2147516416,2025-02-13 15:35:55.457,7.716,33.3,87.8
23,ns=2;s=Channel2.RX3i.A138,A138,2147647488,ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-13 15:35:55.457,7.716,14.3,87.8
24,ns=2;s=Channel2.RX3i.A14,A14,2147516420,ns=2;s=Channel2.RX3i.A140,A140,2501672960,2025-02-13 15:35:55.457,7.716,0.0,87.8
25,ns=2;s=Channel2.RX3i.A141,A141,2147783968,ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-13 15:35:55.457,7.716,50.0,87.8
1,ns=2;s=Channel2.RX3i.A1,A1,2147521531,ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-13 15:35:55.014,8.001,10.2,87.8
2,ns=2;s=Channel2.RX3i.A100,A100,2147516416,ns=2;s=Channel2.RX3i.A1000,A1000,2147521545,2025-02-13 15:35:55.014,8.001,14.3,87.8
3,ns=2;s=Channel2.RX3i.A101,A101,2484240384,ns=2;s=Channel2.RX3i.A102,A102,2147521562,2025-02-13 15:35:55.014,8.001,0.0,87.8
4,ns=2;s=Channel2.RX3i.A103,A103,32768,ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-13 15:35:55.014,8.001,14.3,87.8
5,ns=2;s=Channel2.RX3i.A105,A105,2147516420,ns=2;s=Channel2.RX3i.A106,A106,2147516416,2025-02-13 15:35:55.014,8.001,66.7,87.8
6,ns=2;s=Channel2.RX3i.A107,A107,2147516416,ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-13 15:35:55.014,8.001,0.0,87.8
7,ns=2;s=Channel2.RX3i.A109,A109,2147516418,ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-13 15:35:55.014,8.001,16.7,87.8
8,ns=2;s=Channel2.RX3i.A110,A110,2488631296,ns=2;s=Channel2.RX3i.A111,A111,2147783771,2025-02-13 15:35:55.014,8.001,0.0,87.8
9,ns=2;s=Channel2.RX3i.A112,A112,2147516420,ns=2;s=Channel2.RX3i.A113,A113,2147516416,2025-02-13 15:35:55.014,8.001,12.5,87.8
10,ns=2;s=Channel2.RX3i.A114,A114,2147516416,ns=2;s=Channel2.RX3i.A115,A115,2147516416,2025-02-13 15:35:55.014,8.001,75.0,87.8
11,ns=2;s=Channel2.RX3i.A116,A116,2147516416,ns=2;s=Channel2.RX3i.A117,A117,2147516416,2025-02-13 15:35:55.014,8.001,0.0,87.8
12,ns=2;s=Channel2.RX3i.A118,A118,2147516416,ns=2;s=Channel2.RX3i.A119,A119,2147516416,2025-02-13 15:35:55.014,8.001,12.5,87.8
13,ns=2;s=Channel2.RX3i.A12,A12,2492891136,ns=2;s=Channel2.RX3i.A120,A120,2147516416,2025-02-13 15:35:55.014,8.001,100.0,87.8
14,ns=2;s=Channel2.RX3i.A121,A121,2147516416,ns=2;s=Channel2.RX3i.A122,A122,2147516416,2025-02-13 15:35:55.014,8.001,16.7,87.8
15,ns=2;s=Channel2.RX3i.A123,A123,2147516416,ns=2;s=Channel2.RX3i.A124,A124,2147516416,2025-02-13 15:35:55.014,8.001,33.3,87.8
16,ns=2;s=Channel2.RX3i.A125,A125,2147516416,ns=2;s=Channel2.RX3i.A126,A126,2147516416,2025-02-13 15:35:55.014,8.001,0.0,87.8
17,ns=2;s=Channel2.RX3i.A127,A127,2147516416,ns=2;s=Channel2.RX3i.A128,A128,2496430080,2025-02-13 15:35:55.014,8.001,16.7,87.8
18,ns=2;s=Channel2.RX3i.A129,A129,2147521750,ns=2;s=Channel2.RX3i.A13,A13,2147783904,2025-02-13 15:35:55.014,8.001,20.0,87.8
19,ns=2;s=Channel2.RX3i.A130,A130,2147516416,ns=2;s=Channel2.RX3i.A131,A131,2498723840,2025-02-13 15:35:55.014,8.001,0.0,87.8
20,ns=2;s=Channel2.RX3i.A132,A132,2147521780,ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-13 15:35:55.014,8.001,50.0,87.8
21,ns=2;s=Channel2.RX3i.A134,A134,2147778560,ns=2;s=Channel2.RX3i.A135,A135,2147516420,2025-02-13 15:35:55.014,8.001,14.3,87.8
22,ns=2;s=Channel2.RX3i.A136,A136,2147516416,ns=2;s=Channel2.RX3i.A137,A137,2147516416,2025-02-13 15:35:55.014,8.001,20.0,87.8
23,ns=2;s=Channel2.RX3i.A138,A138,2147647488,ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-13 15:35:55.014,8.001,0.0,87.8
24,ns=2;s=Channel2.RX3i.A14,A14,2147516420,ns=2;s=Channel2.RX3i.A140,A140,2501672960,2025-02-13 15:35:55.014,8.001,0.0,87.8
25,ns=2;s=Channel2.RX3i.A141,A141,2147783968,ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-13 15:35:55.014,8.001,50.0,87.8
1,ns=2;s=Channel2.RX3i.A1,A1,2147521869,ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-13 15:36:02.369,6.912,11.4,85.0
2,ns=2;s=Channel2.RX3i.A100,A100,2147516416,ns=2;s=Channel2.RX3i.A1000,A1000,2147521883,2025-02-13 15:36:02.369,6.912,0.0,85.0
3,ns=2;s=Channel2.RX3i.A101,A101,2506326016,ns=2;s=Channel2.RX3i.A102,A102,2147521896,2025-02-13 15:36:02.369,6.912,0.0,85.0
4,ns=2;s=Channel2.RX3i.A103,A103,32768,ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-13 15:36:02.369,6.912,0.0,85.0
5,ns=2;s=Channel2.RX3i.A105,A105,2147516420,ns=2;s=Channel2.RX3i.A106,A106,2147516416,2025-02-13 15:36:02.369,6.912,12.5,85.0
6,ns=2;s=Channel2.RX3i.A107,A107,2147516416,ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-13 15:36:02.369,6.912,0.0,85.0
7,ns=2;s=Channel2.RX3i.A109,A109,2147516418,ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-13 15:36:02.369,6.912,0.0,85.0
8,ns=2;s=Channel2.RX3i.A110,A110,2509012992,ns=2;s=Channel2.RX3i.A111,A111,2147784080,2025-02-13 15:36:02.369,6.912,33.3,85.0
9,ns=2;s=Channel2.RX3i.A112,A112,2147516420,ns=2;s=Channel2.RX3i.A113,A113,2147516416,2025-02-13 15:36:02.369,6.912,0.0,85.0
10,ns=2;s=Channel2.RX3i.A114,A114,2147516416,ns=2;s=Channel2.RX3i.A115,A115,2147516416,2025-02-13 15:36:02.369,6.912,0.0,85.0
11,ns=2;s=Channel2.RX3i.A116,A116,2147516416,ns=2;s=Channel2.RX3i.A117,A117,2147516416,2025-02-13 15:36:02.369,6.912,0.0,85.0
12,ns=2;s=Channel2.RX3i.A118,A118,2147516416,ns=2;s=Channel2.RX3i.A119,A119,2147516416,2025-02-13 15:36:02.369,6.912,0.0,85.0
13,ns=2;s=Channel2.RX3i.A12,A12,2511831040,ns=2;s=Channel2.RX3i.A120,A120,2147516416,2025-02-13 15:36:02.369,6.912,0.0,85.0
14,ns=2;s=Channel2.RX3i.A121,A121,2147516416,ns=2;s=Channel2.RX3i.A122,A122,2147516416,2025-02-13 15:36:02.369,6.912,12.5,85.0
15,ns=2;s=Channel2.RX3i.A123,A123,2147516416,ns=2;s=Channel2.RX3i.A124,A124,2147516416,2025-02-13 15:36:02.369,6.912,0.0,85.0
16,ns=2;s=Channel2.RX3i.A125,A125,2147516416,ns=2;s=Channel2.RX3i.A126,A126,2147516416,2025-02-13 15:36:02.369,6.912,0.0,85.0
17,ns=2;s=Channel2.RX3i.A127,A127,2147516416,ns=2;s=Channel2.RX3i.A128,A128,2514321408,2025-02-13 15:36:02.369,6.912,0.0,85.0
18,ns=2;s=Channel2.RX3i.A129,A129,2147522017,ns=2;s=Channel2.RX3i.A13,A13,2147784166,2025-02-13 15:36:02.369,6.912,0.0,85.0
19,ns=2;s=Channel2.RX3i.A130,A130,2147516416,ns=2;s=Channel2.RX3i.A131,A131,2515697664,2025-02-13 15:36:02.369,6.912,25.0,85.0
20,ns=2;s=Channel2.RX3i.A132,A132,2147522038,ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-13 15:36:02.369,6.912,0.0,84.9
21,ns=2;s=Channel2.RX3i.A134,A134,2147778560,ns=2;s=Channel2.RX3i.A135,A135,2147516420,2025-02-13 15:36:02.369,6.912,0.0,84.9
22,ns=2;s=Channel2.RX3i.A136,A136,2147516416,ns=2;s=Channel2.RX3i.A137,A137,2147516416,2025-02-13 15:36:02.369,6.912,20.0,84.9
23,ns=2;s=Channel2.RX3i.A138,A138,2147647488,ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-13 15:36:02.369,6.912,0.0,84.9
24,ns=2;s=Channel2.RX3i.A14,A14,2147516420,ns=2;s=Channel2.RX3i.A140,A140,2518319104,2025-02-13 15:36:02.369,6.912,40.0,84.8
25,ns=2;s=Channel2.RX3i.A141,A141,2147784222,ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-13 15:36:02.369,6.912,0.0,84.8
1,ns=2;s=Channel2.RX3i.A1,A1,2147521869,ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-13 15:36:02.371,7.357,11.4,85.0
2,ns=2;s=Channel2.RX3i.A100,A100,2147516416,ns=2;s=Channel2.RX3i.A1000,A1000,2147521883,2025-02-13 15:36:02.371,7.357,0.0,85.0
3,ns=2;s=Channel2.RX3i.A101,A101,2506326016,ns=2;s=Channel2.RX3i.A102,A102,2147521896,2025-02-13 15:36:02.371,7.357,0.0,85.0
4,ns=2;s=Channel2.RX3i.A103,A103,32768,ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-13 15:36:02.371,7.357,14.3,85.0
5,ns=2;s=Channel2.RX3i.A105,A105,2147516420,ns=2;s=Channel2.RX3i.A106,A106,2147516416,2025-02-13 15:36:02.371,7.357,0.0,85.0
6,ns=2;s=Channel2.RX3i.A107,A107,2147516416,ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-13 15:36:02.371,7.357,0.0,85.0
7,ns=2;s=Channel2.RX3i.A109,A109,2147516418,ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-13 15:36:02.371,7.357,0.0,85.0
8,ns=2;s=Channel2.RX3i.A110,A110,2509012992,ns=2;s=Channel2.RX3i.A111,A111,2147784080,2025-02-13 15:36:02.371,7.357,50.0,85.0
9,ns=2;s=Channel2.RX3i.A112,A112,2147516420,ns=2;s=Channel2.RX3i.A113,A113,2147516416,2025-02-13 15:36:02.371,7.357,28.6,85.0
10,ns=2;s=Channel2.RX3i.A114,A114,2147516416,ns=2;s=Channel2.RX3i.A115,A115,2147516416,2025-02-13 15:36:02.371,7.357,0.0,85.0
11,ns=2;s=Channel2.RX3i.A116,A116,2147516416,ns=2;s=Channel2.RX3i.A117,A117,2147516416,2025-02-13 15:36:02.371,7.357,0.0,85.0
12,ns=2;s=Channel2.RX3i.A118,A118,2147516416,ns=2;s=Channel2.RX3i.A119,A119,2147516416,2025-02-13 15:36:02.371,7.357,0.0,85.0
13,ns=2;s=Channel2.RX3i.A12,A12,2511831040,ns=2;s=Channel2.RX3i.A120,A120,2147516416,2025-02-13 15:36:02.371,7.357,0.0,85.0
14,ns=2;s=Channel2.RX3i.A121,A121,2147516416,ns=2;s=Channel2.RX3i.A122,A122,2147516416,2025-02-13 15:36:02.371,7.357,12.5,85.0
15,ns=2;s=Channel2.RX3i.A123,A123,2147516416,ns=2;s=Channel2.RX3i.A124,A124,2147516416,2025-02-13 15:36:02.371,7.357,0.0,85.0
16,ns=2;s=Channel2.RX3i.A125,A125,2147516416,ns=2;s=Channel2.RX3i.A126,A126,2147516416,2025-02-13 15:36:02.371,7.357,0.0,85.0
17,ns=2;s=Channel2.RX3i.A127,A127,2147516416,ns=2;s=Channel2.RX3i.A128,A128,2514321408,2025-02-13 15:36:02.371,7.357,0.0,85.0
18,ns=2;s=Channel2.RX3i.A129,A129,2147522017,ns=2;s=Channel2.RX3i.A13,A13,2147784166,2025-02-13 15:36:02.371,7.357,0.0,85.0
19,ns=2;s=Channel2.RX3i.A130,A130,2147516416,ns=2;s=Channel2.RX3i.A131,A131,2515697664,2025-02-13 15:36:02.371,7.357,0.0,85.0
20,ns=2;s=Channel2.RX3i.A132,A132,2147522038,ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-13 15:36:02.371,7.357,50.0,84.9
21,ns=2;s=Channel2.RX3i.A134,A134,2147778560,ns=2;s=Channel2.RX3i.A135,A135,2147516420,2025-02-13 15:36:02.371,7.357,0.0,84.9
22,ns=2;s=Channel2.RX3i.A136,A136,2147516416,ns=2;s=Channel2.RX3i.A137,A137,2147516416,2025-02-13 15:36:02.371,7.357,0.0,84.9
23,ns=2;s=Channel2.RX3i.A138,A138,2147647488,ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-13 15:36:02.371,7.357,12.5,84.9
24,ns=2;s=Channel2.RX3i.A14,A14,2147516420,ns=2;s=Channel2.RX3i.A140,A140,2518319104,2025-02-13 15:36:02.371,7.357,33.3,84.8
25,ns=2;s=Channel2.RX3i.A141,A141,2147784222,ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-13 15:36:02.371,7.357,0.0,84.8
1,ns=2;s=Channel2.RX3i.A1,A1,2147522121,ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-13 15:36:07.861,5.491,5.8,84.5
2,ns=2;s=Channel2.RX3i.A100,A100,2147516416,ns=2;s=Channel2.RX3i.A1000,A1000,2147522135,2025-02-13 15:36:07.861,5.491,0.0,84.5
3,ns=2;s=Channel2.RX3i.A101,A101,2522841088,ns=2;s=Channel2.RX3i.A102,A102,2147522147,2025-02-13 15:36:07.861,5.491,0.0,84.5
4,ns=2;s=Channel2.RX3i.A103,A103,32768,ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-13 15:36:07.861,5.491,44.4,84.5
5,ns=2;s=Channel2.RX3i.A105,A105,2147516420,ns=2;s=Channel2.RX3i.A106,A106,2147516416,2025-02-13 15:36:07.861,5.491,100.0,84.5
6,ns=2;s=Channel2.RX3i.A107,A107,2147516416,ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-13 15:36:07.861,5.491,14.3,84.5
7,ns=2;s=Channel2.RX3i.A109,A109,2147516418,ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-13 15:36:07.861,5.491,50.0,84.5
8,ns=2;s=Channel2.RX3i.A110,A110,2525462528,ns=2;s=Channel2.RX3i.A111,A111,2147784331,2025-02-13 15:36:07.861,5.491,0.0,84.5
9,ns=2;s=Channel2.RX3i.A112,A112,2147516420,ns=2;s=Channel2.RX3i.A113,A113,2147516416,2025-02-13 15:36:07.861,5.491,0.0,84.5
10,ns=2;s=Channel2.RX3i.A114,A114,2147516416,ns=2;s=Channel2.RX3i.A115,A115,2147516416,2025-02-13 15:36:07.861,5.491,0.0,84.5
11,ns=2;s=Channel2.RX3i.A116,A116,2147516416,ns=2;s=Channel2.RX3i.A117,A117,2147516416,2025-02-13 15:36:07.861,5.491,12.5,84.5
12,ns=2;s=Channel2.RX3i.A118,A118,2147516416,ns=2;s=Channel2.RX3i.A119,A119,2147516416,2025-02-13 15:36:07.861,5.491,50.0,84.5
13,ns=2;s=Channel2.RX3i.A12,A12,2528280576,ns=2;s=Channel2.RX3i.A120,A120,2147516416,2025-02-13 15:36:07.861,5.491,0.0,84.5
14,ns=2;s=Channel2.RX3i.A121,A121,2147516416,ns=2;s=Channel2.RX3i.A122,A122,2147516416,2025-02-13 15:36:07.861,5.491,25.0,84.5
15,ns=2;s=Channel2.RX3i.A123,A123,2147516416,ns=2;s=Channel2.RX3i.A124,A124,2147516416,2025-02-13 15:36:07.861,5.491,0.0,84.5
16,ns=2;s=Channel2.RX3i.A125,A125,2147516416,ns=2;s=Channel2.RX3i.A126,A126,2147516416,2025-02-13 15:36:07.861,5.491,14.3,84.5
17,ns=2;s=Channel2.RX3i.A127,A127,2147516416,ns=2;s=Channel2.RX3i.A128,A128,2530770944,2025-02-13 15:36:07.861,5.491,22.2,84.5
18,ns=2;s=Channel2.RX3i.A129,A129,2147522268,ns=2;s=Channel2.RX3i.A13,A13,2147784418,2025-02-13 15:36:07.861,5.491,0.0,84.5
19,ns=2;s=Channel2.RX3i.A130,A130,2147516416,ns=2;s=Channel2.RX3i.A131,A131,2532212736,2025-02-13 15:36:07.861,5.491,14.3,84.5
20,ns=2;s=Channel2.RX3i.A132,A132,2147522290,ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-13 15:36:07.861,5.491,0.0,84.5
21,ns=2;s=Channel2.RX3i.A134,A134,2147778560,ns=2;s=Channel2.RX3i.A135,A135,2147516420,2025-02-13 15:36:07.861,5.491,50.0,84.5
22,ns=2;s=Channel2.RX3i.A136,A136,2147516416,ns=2;s=Channel2.RX3i.A137,A137,2147516416,2025-02-13 15:36:07.861,5.491,0.0,84.5
23,ns=2;s=Channel2.RX3i.A138,A138,2147647488,ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-13 15:36:07.861,5.491,0.0,84.5
24,ns=2;s=Channel2.RX3i.A14,A14,2147516420,ns=2;s=Channel2.RX3i.A140,A140,2534834176,2025-02-13 15:36:07.861,5.491,25.0,84.5
25,ns=2;s=Channel2.RX3i.A141,A141,2147784475,ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-13 15:36:07.861,5.491,28.6,84.5
1,ns=2;s=Channel2.RX3i.A1,A1,2147522121,ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-13 15:36:07.861,5.491,5.8,84.5
2,ns=2;s=Channel2.RX3i.A100,A100,2147516416,ns=2;s=Channel2.RX3i.A1000,A1000,2147522135,2025-02-13 15:36:07.861,5.491,0.0,84.5
3,ns=2;s=Channel2.RX3i.A101,A101,2522841088,ns=2;s=Channel2.RX3i.A102,A102,2147522147,2025-02-13 15:36:07.861,5.491,44.4,84.5
4,ns=2;s=Channel2.RX3i.A103,A103,32768,ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-13 15:36:07.861,5.491,0.0,84.5
5,ns=2;s=Channel2.RX3i.A105,A105,2147516420,ns=2;s=Channel2.RX3i.A106,A106,2147516416,2025-02-13 15:36:07.861,5.491,28.6,84.5
6,ns=2;s=Channel2.RX3i.A107,A107,2147516416,ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-13 15:36:07.861,5.491,0.0,84.5
7,ns=2;s=Channel2.RX3i.A109,A109,2147516418,ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-13 15:36:07.861,5.491,12.5,84.5
8,ns=2;s=Channel2.RX3i.A110,A110,2525462528,ns=2;s=Channel2.RX3i.A111,A111,2147784331,2025-02-13 15:36:07.861,5.491,0.0,84.5
9,ns=2;s=Channel2.RX3i.A112,A112,2147516420,ns=2;s=Channel2.RX3i.A113,A113,2147516416,2025-02-13 15:36:07.861,5.491,0.0,84.5
10,ns=2;s=Channel2.RX3i.A114,A114,2147516416,ns=2;s=Channel2.RX3i.A115,A115,2147516416,2025-02-13 15:36:07.861,5.491,12.5,84.5
11,ns=2;s=Channel2.RX3i.A116,A116,2147516416,ns=2;s=Channel2.RX3i.A117,A117,2147516416,2025-02-13 15:36:07.861,5.491,0.0,84.5
12,ns=2;s=Channel2.RX3i.A118,A118,2147516416,ns=2;s=Channel2.RX3i.A119,A119,2147516416,2025-02-13 15:36:07.861,5.491,12.5,84.5
13,ns=2;s=Channel2.RX3i.A12,A12,2528280576,ns=2;s=Channel2.RX3i.A120,A120,2147516416,2025-02-13 15:36:07.861,5.491,0.0,84.5
14,ns=2;s=Channel2.RX3i.A121,A121,2147516416,ns=2;s=Channel2.RX3i.A122,A122,2147516416,2025-02-13 15:36:07.861,5.491,14.3,84.5
15,ns=2;s=Channel2.RX3i.A123,A123,2147516416,ns=2;s=Channel2.RX3i.A124,A124,2147516416,2025-02-13 15:36:07.861,5.491,0.0,84.5
16,ns=2;s=Channel2.RX3i.A125,A125,2147516416,ns=2;s=Channel2.RX3i.A126,A126,2147516416,2025-02-13 15:36:07.861,5.491,16.7,84.5
17,ns=2;s=Channel2.RX3i.A127,A127,2147516416,ns=2;s=Channel2.RX3i.A128,A128,2530770944,2025-02-13 15:36:07.861,5.491,0.0,84.5
18,ns=2;s=Channel2.RX3i.A129,A129,2147522268,ns=2;s=Channel2.RX3i.A13,A13,2147784418,2025-02-13 15:36:07.861,5.491,25.0,84.5
19,ns=2;s=Channel2.RX3i.A130,A130,2147516416,ns=2;s=Channel2.RX3i.A131,A131,2532212736,2025-02-13 15:36:07.861,5.491,16.7,84.5
20,ns=2;s=Channel2.RX3i.A132,A132,2147522290,ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-13 15:36:07.861,5.491,0.0,84.5
21,ns=2;s=Channel2.RX3i.A134,A134,2147778560,ns=2;s=Channel2.RX3i.A135,A135,2147516420,2025-02-13 15:36:07.861,5.491,14.3,84.5
22,ns=2;s=Channel2.RX3i.A136,A136,2147516416,ns=2;s=Channel2.RX3i.A137,A137,2147516416,2025-02-13 15:36:07.861,5.491,0.0,84.5
23,ns=2;s=Channel2.RX3i.A138,A138,2147647488,ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-13 15:36:07.861,5.491,12.5,84.5
24,ns=2;s=Channel2.RX3i.A14,A14,2147516420,ns=2;s=Channel2.RX3i.A140,A140,2534834176,2025-02-13 15:36:07.861,5.491,0.0,84.5
25,ns=2;s=Channel2.RX3i.A141,A141,2147784475,ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-13 15:36:07.861,5.491,25.0,84.5
1,ns=2;s=Channel2.RX3i.A1,A1,2147522373,ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-13 15:36:13.364,5.502,4.5,84.5
2,ns=2;s=Channel2.RX3i.A100,A100,2147516416,ns=2;s=Channel2.RX3i.A1000,A1000,2147522387,2025-02-13 15:36:13.364,5.502,0.0,84.5
3,ns=2;s=Channel2.RX3i.A101,A101,2539421696,ns=2;s=Channel2.RX3i.A102,A102,2147522400,2025-02-13 15:36:13.364,5.502,25.0,84.5
4,ns=2;s=Channel2.RX3i.A103,A103,32768,ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-13 15:36:13.364,5.502,50.0,84.5
5,ns=2;s=Channel2.RX3i.A105,A105,2147516420,ns=2;s=Channel2.RX3i.A106,A106,2147516416,2025-02-13 15:36:13.364,5.502,0.0,84.5
6,ns=2;s=Channel2.RX3i.A107,A107,2147516416,ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-13 15:36:13.364,5.502,0.0,84.5
7,ns=2;s=Channel2.RX3i.A109,A109,2147516418,ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-13 15:36:13.364,5.502,100.0,84.5
8,ns=2;s=Channel2.RX3i.A110,A110,2542043136,ns=2;s=Channel2.RX3i.A111,A111,2147784584,2025-02-13 15:36:13.364,5.502,0.0,84.5
9,ns=2;s=Channel2.RX3i.A112,A112,2147516420,ns=2;s=Channel2.RX3i.A113,A113,2147516416,2025-02-13 15:36:13.364,5.502,50.0,84.5
10,ns=2;s=Channel2.RX3i.A114,A114,2147516416,ns=2;s=Channel2.RX3i.A115,A115,2147516416,2025-02-13 15:36:13.364,5.502,0.0,84.5
11,ns=2;s=Channel2.RX3i.A116,A116,2147516416,ns=2;s=Channel2.RX3i.A117,A117,2147516416,2025-02-13 15:36:13.364,5.502,0.0,84.5
12,ns=2;s=Channel2.RX3i.A118,A118,2147516416,ns=2;s=Channel2.RX3i.A119,A119,2147516416,2025-02-13 15:36:13.364,5.502,0.0,84.5
13,ns=2;s=Channel2.RX3i.A12,A12,2544861184,ns=2;s=Channel2.RX3i.A120,A120,2147516416,2025-02-13 15:36:13.364,5.502,14.3,84.5
14,ns=2;s=Channel2.RX3i.A121,A121,2147516416,ns=2;s=Channel2.RX3i.A122,A122,2147516416,2025-02-13 15:36:13.364,5.502,0.0,84.5
15,ns=2;s=Channel2.RX3i.A123,A123,2147516416,ns=2;s=Channel2.RX3i.A124,A124,2147516416,2025-02-13 15:36:13.364,5.502,12.5,84.5
16,ns=2;s=Channel2.RX3i.A125,A125,2147516416,ns=2;s=Channel2.RX3i.A126,A126,2147516416,2025-02-13 15:36:13.364,5.502,0.0,84.5
17,ns=2;s=Channel2.RX3i.A127,A127,2147516416,ns=2;s=Channel2.RX3i.A128,A128,2547417088,2025-02-13 15:36:13.364,5.502,12.5,84.5
18,ns=2;s=Channel2.RX3i.A129,A129,2147522522,ns=2;s=Channel2.RX3i.A13,A13,2147784671,2025-02-13 15:36:13.364,5.502,0.0,84.5
19,ns=2;s=Channel2.RX3i.A130,A130,2147516416,ns=2;s=Channel2.RX3i.A131,A131,2548793344,2025-02-13 15:36:13.364,5.502,40.0,84.5
20,ns=2;s=Channel2.RX3i.A132,A132,2147522543,ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-13 15:36:13.364,5.502,0.0,84.5
21,ns=2;s=Channel2.RX3i.A134,A134,2147778560,ns=2;s=Channel2.RX3i.A135,A135,2147516420,2025-02-13 15:36:13.364,5.502,0.0,84.5
22,ns=2;s=Channel2.RX3i.A136,A136,2147516416,ns=2;s=Channel2.RX3i.A137,A137,2147516416,2025-02-13 15:36:13.364,5.502,22.2,84.5
23,ns=2;s=Channel2.RX3i.A138,A138,2147647488,ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-13 15:36:13.364,5.502,25.0,84.4
24,ns=2;s=Channel2.RX3i.A14,A14,2147516420,ns=2;s=Channel2.RX3i.A140,A140,2551414784,2025-02-13 15:36:13.364,5.502,0.0,84.3
25,ns=2;s=Channel2.RX3i.A141,A141,2147784728,ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-13 15:36:13.364,5.502,16.7,84.1
1,ns=2;s=Channel2.RX3i.A1,A1,2147522373,ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-13 15:36:13.368,5.507,4.5,84.5
2,ns=2;s=Channel2.RX3i.A100,A100,2147516416,ns=2;s=Channel2.RX3i.A1000,A1000,2147522387,2025-02-13 15:36:13.368,5.507,22.2,84.5
3,ns=2;s=Channel2.RX3i.A101,A101,2539421696,ns=2;s=Channel2.RX3i.A102,A102,2147522400,2025-02-13 15:36:13.368,5.507,0.0,84.5
4,ns=2;s=Channel2.RX3i.A103,A103,32768,ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-13 15:36:13.368,5.507,14.3,84.5
5,ns=2;s=Channel2.RX3i.A105,A105,2147516420,ns=2;s=Channel2.RX3i.A106,A106,2147516416,2025-02-13 15:36:13.368,5.507,0.0,84.5
6,ns=2;s=Channel2.RX3i.A107,A107,2147516416,ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-13 15:36:13.368,5.507,12.5,84.5
7,ns=2;s=Channel2.RX3i.A109,A109,2147516418,ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-13 15:36:13.368,5.507,0.0,84.5
8,ns=2;s=Channel2.RX3i.A110,A110,2542043136,ns=2;s=Channel2.RX3i.A111,A111,2147784584,2025-02-13 15:36:13.368,5.507,0.0,84.5
